Passenger,Origin,Dest,Entry Time,Waiting Time,Boarding Time,Promise Board,Travel Time,Alighting Time,Promise Alight,Bus Selected,Bus Route Passengers,Bus Route Locations,Alight Difference,Board Difference
62,Q,J,2009-01-01 10:19:30,00:52:26,2009-01-01 11:11:56,2009-01-01 11:13:30,00:18:00,2009-01-01 11:29:56,2009-01-01 11:43:30,2,"[62, 72, -1, -1, -1, 92, 62, 95, 72, -1, 92, -1, 95]","['Q', 'U', 'Q', 'M', 'I', 'J', 'J', 'E', 'E', 'I', 'M', 'S', 'Y']",00:13:34,00:01:34
68,L,V,2009-01-01 10:24:07,00:38:47,2009-01-01 11:02:54,2009-01-01 11:24:07,00:30:00,2009-01-01 11:32:54,2009-01-01 11:36:07,3,"[78, 78, -1, 68, 79, 83, 79, -1, 68, -1, -1, -1, 83]","['Y', 'X', 'R', 'L', 'F', 'G', 'M', 'Q', 'V', 'P', 'K', 'F', 'A']",00:03:13,00:21:13
88,J,L,2009-01-01 10:53:38,00:21:25,2009-01-01 11:15:03,2009-01-01 11:35:38,00:18:00,2009-01-01 11:33:03,2009-01-01 11:53:38,4,"[88, 93, -1, 90, 98, 88, 93, -1, 90, -1, -1, -1, 99, 98, -1, -1, -1, 99]","['J', 'O', 'I', 'H', 'L', 'L', 'L', 'P', 'U', 'Q', 'M', 'I', 'E', 'E', 'D', 'C', 'B', 'F']",00:20:35,00:20:35
93,O,L,2009-01-01 11:07:27,00:07:36,2009-01-01 11:15:03,2009-01-01 11:43:27,00:18:00,2009-01-01 11:33:03,2009-01-01 12:01:27,4,"[88, 93, -1, 90, 98, 88, 93, -1, 90, -1, -1, -1, 99, 98, -1, -1, -1, 99]","['J', 'O', 'I', 'H', 'L', 'L', 'L', 'P', 'U', 'Q', 'M', 'I', 'E', 'E', 'D', 'C', 'B', 'F']",00:28:24,00:28:24
72,U,E,2009-01-01 10:28:00,00:43:56,2009-01-01 11:11:56,2009-01-01 11:22:00,00:24:00,2009-01-01 11:35:56,2009-01-01 12:04:00,2,"[62, 72, -1, -1, -1, 92, 62, 95, 72, -1, 92, -1, 95]","['Q', 'U', 'Q', 'M', 'I', 'J', 'J', 'E', 'E', 'I', 'M', 'S', 'Y']",00:28:04,00:10:04
96,I,S,2009-01-01 11:13:20,00:12:00,2009-01-01 11:25:20,2009-01-01 11:55:20,00:12:00,2009-01-01 11:37:20,2009-01-01 12:07:20,5,"[-1, -1, 96, -1, 89, 96, -1, 89]","['B', 'C', 'I', 'M', 'S', 'S', 'M', 'G']",00:30:00,00:30:00
94,T,A,2009-01-01 11:09:21,00:04:36,2009-01-01 11:13:57,2009-01-01 11:39:21,00:24:00,2009-01-01 11:37:57,2009-01-01 12:03:21,7,"[63, 94, 97, 97, -1, 94, 63]","['Y', 'T', 'S', 'M', 'G', 'A', 'A']",00:25:24,00:25:24
63,Y,A,2009-01-01 10:20:06,00:53:51,2009-01-01 11:13:57,2009-01-01 11:20:06,00:24:00,2009-01-01 11:37:57,2009-01-01 11:44:06,7,"[63, 94, 97, 97, -1, 94, 63]","['Y', 'T', 'S', 'M', 'G', 'A', 'A']",00:06:09,00:06:09
100,M,N,2009-01-01 11:17:54,00:15:09,2009-01-01 11:33:03,2009-01-01 11:53:54,00:06:00,2009-01-01 11:39:03,2009-01-01 11:59:54,0,"[100, 109, 100, 102, 106, 110, 106, 109, -1, -1, 102, 110]","['M', 'M', 'N', 'J', 'J', 'O', 'I', 'I', 'M', 'R', 'X', 'Y']",00:20:51,00:20:51
80,F,I,2009-01-01 10:44:02,00:41:09,2009-01-01 11:25:11,2009-01-01 11:32:02,00:18:00,2009-01-01 11:43:11,2009-01-01 12:08:02,8,"[80, -1, 84, 70, 103, -1, -1, 80, 84, 70, -1, 103]","['F', 'K', 'Q', 'V', 'V', 'Q', 'M', 'I', 'D', 'C', 'B', 'F']",00:24:51,00:06:51
85,A,J,2009-01-01 10:46:57,00:21:17,2009-01-01 11:08:14,2009-01-01 11:58:57,00:36:00,2009-01-01 11:44:14,2009-01-01 12:34:57,1,"[55, -1, 86, 74, 85, 74, 55, 86, -1, 76, 85, -1, 76, 87, -1, 87]","['Q', 'K', 'G', 'A', 'A', 'B', 'C', 'H', 'I', 'O', 'J', 'N', 'R', 'X', 'R', 'Q']",00:50:43,00:50:43
90,H,U,2009-01-01 11:01:22,00:25:41,2009-01-01 11:27:03,2009-01-01 11:49:22,00:18:00,2009-01-01 11:45:03,2009-01-01 12:07:22,4,"[88, 93, -1, 90, 98, 88, 93, -1, 90, -1, -1, -1, 99, 98, -1, -1, -1, 99]","['J', 'O', 'I', 'H', 'L', 'L', 'L', 'P', 'U', 'Q', 'M', 'I', 'E', 'E', 'D', 'C', 'B', 'F']",00:22:19,00:22:19
111,M,R,2009-01-01 11:36:52,00:06:00,2009-01-01 11:42:52,2009-01-01 12:12:52,00:06:00,2009-01-01 11:48:52,2009-01-01 12:18:52,3,"[83, 111, 111, -1, -1, 83]","['G', 'M', 'R', 'L', 'F', 'A']",00:30:00,00:30:00
84,Q,D,2009-01-01 10:46:55,00:38:16,2009-01-01 11:25:11,2009-01-01 11:46:55,00:24:00,2009-01-01 11:49:11,2009-01-01 12:16:55,8,"[80, -1, 84, 70, 103, -1, -1, 80, 84, 70, -1, 103]","['F', 'K', 'Q', 'V', 'V', 'Q', 'M', 'I', 'D', 'C', 'B', 'F']",00:27:44,00:21:44
89,S,G,2009-01-01 10:58:31,00:38:49,2009-01-01 11:37:20,2009-01-01 11:40:31,00:12:00,2009-01-01 11:49:20,2009-01-01 11:52:31,5,"[-1, -1, 96, -1, 89, 96, -1, 89]","['B', 'C', 'I', 'M', 'S', 'S', 'M', 'G']",00:03:11,00:03:11
112,L,Q,2009-01-01 11:38:59,00:09:45,2009-01-01 11:48:44,2009-01-01 12:14:59,00:06:00,2009-01-01 11:54:44,2009-01-01 12:20:59,7,"[-1, 112, 112, 114, -1, -1, 117, 114, 117, -1, 115, -1, 115]","['G', 'L', 'Q', 'U', 'Q', 'M', 'I', 'I', 'D', 'C', 'B', 'F', 'L']",00:26:15,00:26:15
70,V,C,2009-01-01 10:25:08,01:00:03,2009-01-01 11:25:11,2009-01-01 11:37:08,00:30:00,2009-01-01 11:55:11,2009-01-01 12:01:08,8,"[80, -1, 84, 70, 103, -1, -1, 80, 84, 70, -1, 103]","['F', 'K', 'Q', 'V', 'V', 'Q', 'M', 'I', 'D', 'C', 'B', 'F']",00:05:57,00:11:57
82,Y,N,2009-01-01 10:44:37,00:48:09,2009-01-01 11:32:46,2009-01-01 11:56:37,00:24:00,2009-01-01 11:56:46,2009-01-01 12:08:37,6,"[82, 107, 104, 108, 107, 82, 104, -1, 108]","['Y', 'T', 'S', 'M', 'N', 'N', 'H', 'G', 'K']",00:11:51,00:23:51
107,T,N,2009-01-01 11:28:45,00:10:01,2009-01-01 11:38:46,2009-01-01 12:10:45,00:18:00,2009-01-01 11:56:46,2009-01-01 12:16:45,6,"[82, 107, 104, 108, 107, 82, 104, -1, 108]","['Y', 'T', 'S', 'M', 'N', 'N', 'H', 'G', 'K']",00:19:59,00:31:59
109,M,I,2009-01-01 11:32:53,00:00:10,2009-01-01 11:33:03,2009-01-01 12:02:53,00:24:00,2009-01-01 11:57:03,2009-01-01 12:20:53,0,"[100, 109, 100, 102, 106, 110, 106, 109, -1, -1, 102, 110]","['M', 'M', 'N', 'J', 'J', 'O', 'I', 'I', 'M', 'R', 'X', 'Y']",00:23:50,00:29:50
106,J,I,2009-01-01 11:27:48,00:17:15,2009-01-01 11:45:03,2009-01-01 12:09:48,00:12:00,2009-01-01 11:57:03,2009-01-01 12:15:48,0,"[100, 109, 100, 102, 106, 110, 106, 109, -1, -1, 102, 110]","['M', 'M', 'N', 'J', 'J', 'O', 'I', 'I', 'M', 'R', 'X', 'Y']",00:18:45,00:24:45
105,U,C,2009-01-01 11:27:22,00:14:38,2009-01-01 11:42:00,2009-01-01 12:09:22,00:18:00,2009-01-01 12:00:00,2009-01-01 12:51:22,9,"[101, 105, 113, -1, 116, 105, -1, 113, 101, -1, -1, -1, 116]","['P', 'U', 'P', 'L', 'H', 'C', 'I', 'O', 'T', 'N', 'H', 'G', 'K']",00:51:22,00:27:22
76,O,R,2009-01-01 10:33:30,01:14:54,2009-01-01 11:48:24,2009-01-01 12:03:30,00:12:00,2009-01-01 12:00:24,2009-01-01 12:15:30,1,"[76, 120, -1, 76, 87, 120, -1, -1, 87]","['O', 'J', 'N', 'R', 'X', 'T', 'N', 'M', 'Q']",00:15:06,00:15:06
92,J,M,2009-01-01 11:05:01,00:38:00,2009-01-01 11:43:01,2009-01-01 11:53:01,00:18:00,2009-01-01 12:01:01,2009-01-01 12:11:01,2,"[92, 95, 118, -1, 92, 118, -1, 95]","['J', 'E', 'D', 'H', 'M', 'R', 'S', 'Y']",00:10:00,00:10:00
83,G,A,2009-01-01 10:44:54,00:51:58,2009-01-01 11:36:52,2009-01-01 11:44:54,00:30:00,2009-01-01 12:06:52,2009-01-01 12:26:54,3,"[83, 111, 111, -1, -1, 83]","['G', 'M', 'R', 'L', 'F', 'A']",00:20:02,00:08:02
118,D,R,2009-01-01 11:43:01,00:06:00,2009-01-01 11:49:01,2009-01-01 12:19:01,00:18:00,2009-01-01 12:07:01,2009-01-01 12:37:01,2,"[92, 95, 118, -1, 92, 118, -1, 95]","['J', 'E', 'D', 'H', 'M', 'R', 'S', 'Y']",00:30:00,00:30:00
103,V,F,2009-01-01 11:25:11,00:00:00,2009-01-01 11:25:11,2009-01-01 11:55:11,00:42:00,2009-01-01 12:07:11,2009-01-01 12:37:11,8,"[80, -1, 84, 70, 103, -1, -1, 80, 84, 70, -1, 103]","['F', 'K', 'Q', 'V', 'V', 'Q', 'M', 'I', 'D', 'C', 'B', 'F']",00:30:00,00:30:00
98,L,E,2009-01-01 11:14:53,00:31:12,2009-01-01 11:46:05,2009-01-01 12:02:53,00:24:00,2009-01-01 12:10:05,2009-01-01 12:38:53,4,"[98, -1, 119, -1, 99, 98, -1, -1, -1, 119, 99]","['L', 'G', 'C', 'D', 'E', 'E', 'D', 'C', 'G', 'K', 'F']",00:28:48,00:16:48
104,S,H,2009-01-01 11:26:43,00:31:44,2009-01-01 11:58:27,2009-01-01 12:02:43,00:12:00,2009-01-01 12:10:27,2009-01-01 12:14:43,6,"[104, 108, 104, 124, -1, 108, -1, 124]","['S', 'M', 'H', 'C', 'G', 'K', 'Q', 'W']",00:04:16,00:04:16
113,P,O,2009-01-01 11:40:41,00:01:19,2009-01-01 11:42:00,2009-01-01 12:10:41,00:30:00,2009-01-01 12:12:00,2009-01-01 12:40:41,9,"[101, 105, 113, -1, 116, 105, -1, 113, 101, -1, -1, -1, 116]","['P', 'U', 'P', 'L', 'H', 'C', 'I', 'O', 'T', 'N', 'H', 'G', 'K']",00:28:41,00:28:41
120,J,T,2009-01-01 11:48:24,00:00:00,2009-01-01 11:48:24,2009-01-01 12:18:24,00:24:00,2009-01-01 12:12:24,2009-01-01 12:42:24,1,"[76, 120, -1, 76, 87, 120, -1, -1, 87]","['O', 'J', 'N', 'R', 'X', 'T', 'N', 'M', 'Q']",00:30:00,00:30:00
102,J,X,2009-01-01 11:24:00,00:33:59,2009-01-01 11:57:59,2009-01-01 12:06:00,00:18:00,2009-01-01 12:15:59,2009-01-01 12:24:00,0,"[102, 110, -1, 123, 102, 110, -1, -1, -1, 123]","['J', 'O', 'N', 'R', 'X', 'Y', 'S', 'M', 'G', 'F']",00:08:01,00:08:01
101,P,T,2009-01-01 11:21:21,00:20:39,2009-01-01 11:42:00,2009-01-01 12:03:21,00:36:00,2009-01-01 12:18:00,2009-01-01 12:27:21,9,"[101, 105, 113, -1, 116, 105, -1, 113, 101, -1, -1, -1, 116]","['P', 'U', 'P', 'L', 'H', 'C', 'I', 'O', 'T', 'N', 'H', 'G', 'K']",00:09:21,00:21:21
95,E,Y,2009-01-01 11:11:56,00:31:05,2009-01-01 11:43:01,2009-01-01 12:05:56,00:36:00,2009-01-01 12:19:01,2009-01-01 12:29:56,2,"[92, 95, 118, -1, 92, 118, -1, 95]","['J', 'E', 'D', 'H', 'M', 'R', 'S', 'Y']",00:10:55,00:22:55
121,G,J,2009-01-01 11:52:31,00:08:45,2009-01-01 12:01:16,2009-01-01 12:22:31,00:18:00,2009-01-01 12:19:16,2009-01-01 12:40:31,5,"[121, 122, 125, -1, 121, -1, -1, -1, 122, -1, 125]","['G', 'M', 'H', 'D', 'J', 'D', 'C', 'G', 'K', 'F', 'A']",00:21:15,00:21:15
114,U,I,2009-01-01 11:40:46,00:20:32,2009-01-01 12:01:18,2009-01-01 12:28:46,00:18:00,2009-01-01 12:19:18,2009-01-01 12:46:46,7,"[114, -1, -1, 117, 114, 117, -1, 115, 126, -1, 115, -1, 126]","['U', 'Q', 'M', 'I', 'I', 'D', 'C', 'B', 'B', 'F', 'L', 'H', 'N']",00:27:28,00:27:28
110,O,Y,2009-01-01 11:33:03,00:24:56,2009-01-01 11:57:59,2009-01-01 12:21:03,00:24:00,2009-01-01 12:21:59,2009-01-01 12:51:03,0,"[102, 110, -1, 123, 102, 110, -1, -1, -1, 123]","['J', 'O', 'N', 'R', 'X', 'Y', 'S', 'M', 'G', 'F']",00:29:04,00:23:04
117,I,D,2009-01-01 11:42:44,00:36:34,2009-01-01 12:19:18,2009-01-01 12:48:44,00:06:00,2009-01-01 12:25:18,2009-01-01 12:54:44,7,"[114, -1, -1, 117, 114, 117, -1, 115, 126, -1, 115, -1, 126]","['U', 'Q', 'M', 'I', 'I', 'D', 'C', 'B', 'B', 'F', 'L', 'H', 'N']",00:29:26,00:29:26
108,M,K,2009-01-01 11:32:46,00:45:37,2009-01-01 12:18:23,2009-01-01 12:20:46,00:12:00,2009-01-01 12:30:23,2009-01-01 12:44:46,6,"[108, -1, 124, -1, 108, -1, 124, -1, 136, -1, -1, 136]","['M', 'G', 'C', 'G', 'K', 'Q', 'W', 'S', 'T', 'N', 'I', 'E']",00:14:23,00:02:23
125,H,A,2009-01-01 12:01:16,00:20:30,2009-01-01 12:21:46,2009-01-01 12:37:16,00:12:00,2009-01-01 12:33:46,2009-01-01 13:25:16,5,"[122, 125, 138, 125, -1, 122, -1, -1, 138]","['M', 'H', 'G', 'A', 'F', 'K', 'L', 'R', 'X']",00:51:30,00:15:30
119,C,K,2009-01-01 11:46:05,00:30:42,2009-01-01 12:16:47,2009-01-01 12:28:05,00:18:00,2009-01-01 12:34:47,2009-01-01 13:04:05,4,"[119, -1, 99, -1, -1, 132, 129, 119, 99, 129, 134, -1, 132, -1, 134]","['C', 'D', 'E', 'D', 'C', 'G', 'L', 'K', 'F', 'F', 'B', 'C', 'D', 'I', 'O']",00:29:18,00:11:18
140,D,B,2009-01-01 12:23:59,00:01:19,2009-01-01 12:25:18,2009-01-01 12:53:59,00:12:00,2009-01-01 12:37:18,2009-01-01 13:05:59,8,"[133, 130, 140, -1, 128, 142, 140, 130, -1, -1, 128, 142, 133]","['D', 'I', 'D', 'C', 'B', 'B', 'B', 'F', 'L', 'R', 'X', 'X', 'Y']",00:28:41,00:28:41
116,H,K,2009-01-01 11:42:00,00:38:28,2009-01-01 12:20:28,2009-01-01 12:24:00,00:18:00,2009-01-01 12:38:28,2009-01-01 13:12:00,9,"[116, 137, -1, 116, -1, -1, 137]","['H', 'B', 'F', 'K', 'L', 'R', 'X']",00:33:32,00:03:32
87,X,Q,2009-01-01 10:50:14,01:36:35,2009-01-01 12:26:49,2009-01-01 12:32:14,00:12:00,2009-01-01 12:38:49,2009-01-01 12:44:14,1,"[87, 131, -1, 144, 87, 131, -1, -1, 144]","['X', 'Y', 'S', 'R', 'Q', 'Q', 'K', 'F', 'B']",00:05:25,00:05:25
131,Y,Q,2009-01-01 12:14:16,00:12:33,2009-01-01 12:26:49,2009-01-01 12:50:16,00:12:00,2009-01-01 12:38:49,2009-01-01 13:08:16,1,"[87, 131, -1, 144, 87, 131, -1, -1, 144]","['X', 'Y', 'S', 'R', 'Q', 'Q', 'K', 'F', 'B']",00:29:27,00:23:27
150,S,R,2009-01-01 12:38:54,00:00:00,2009-01-01 12:38:54,2009-01-01 13:08:54,00:00:00,2009-01-01 12:38:54,2009-01-01 13:08:54,1,"[144, 150, 150, -1, -1, 144]","['R', 'S', 'R', 'L', 'F', 'B']",00:30:00,00:30:00
99,E,F,2009-01-01 11:15:03,01:01:44,2009-01-01 12:16:47,2009-01-01 12:39:03,00:24:00,2009-01-01 12:40:47,2009-01-01 13:03:03,4,"[119, -1, 99, -1, -1, 132, 129, 119, 99, 129, 134, -1, 132, -1, 134]","['C', 'D', 'E', 'D', 'C', 'G', 'L', 'K', 'F', 'F', 'B', 'C', 'D', 'I', 'O']",00:22:16,00:22:16
129,L,F,2009-01-01 12:13:29,00:15:18,2009-01-01 12:28:47,2009-01-01 12:55:29,00:12:00,2009-01-01 12:40:47,2009-01-01 13:07:29,4,"[119, -1, 99, -1, -1, 132, 129, 119, 99, 129, 134, -1, 132, -1, 134]","['C', 'D', 'E', 'D', 'C', 'G', 'L', 'K', 'F', 'F', 'B', 'C', 'D', 'I', 'O']",00:26:42,00:26:42
124,C,W,2009-01-01 11:58:27,00:19:56,2009-01-01 12:18:23,2009-01-01 12:46:27,00:24:00,2009-01-01 12:42:23,2009-01-01 13:10:27,6,"[108, -1, 124, -1, 108, -1, 124, -1, 136, -1, -1, 136]","['M', 'G', 'C', 'G', 'K', 'Q', 'W', 'S', 'T', 'N', 'I', 'E']",00:28:04,00:28:04
130,I,F,2009-01-01 12:14:08,00:11:10,2009-01-01 12:25:18,2009-01-01 12:50:08,00:18:00,2009-01-01 12:43:18,2009-01-01 13:08:08,8,"[133, 130, 140, -1, 128, 142, 140, 130, -1, -1, 128, 142, 133]","['D', 'I', 'D', 'C', 'B', 'B', 'B', 'F', 'L', 'R', 'X', 'X', 'Y']",00:24:50,00:24:50
123,R,F,2009-01-01 11:57:59,00:34:02,2009-01-01 12:32:01,2009-01-01 12:39:59,00:12:00,2009-01-01 12:44:01,2009-01-01 13:15:59,0,"[123, 141, -1, -1, 123, -1, -1, 145, 141, -1, -1, -1, 145]","['R', 'V', 'P', 'K', 'F', 'B', 'C', 'D', 'D', 'H', 'L', 'Q', 'W']",00:31:58,00:07:58
143,S,D,2009-01-01 12:26:14,00:00:00,2009-01-01 12:26:14,2009-01-01 12:56:14,00:18:00,2009-01-01 12:44:14,2009-01-01 13:14:14,2,"[143, -1, 139, 143, -1, -1, -1, 139]","['S', 'N', 'J', 'D', 'H', 'L', 'Q', 'W']",00:30:00,00:30:00
127,L,V,2009-01-01 12:08:22,00:25:03,2009-01-01 12:33:25,2009-01-01 12:50:22,00:12:00,2009-01-01 12:45:25,2009-01-01 13:02:22,3,"[127, 148, 135, 127, -1, -1, -1, 148, -1, 135]","['L', 'P', 'V', 'V', 'P', 'K', 'G', 'C', 'B', 'A']",00:16:57,00:16:57
122,M,K,2009-01-01 11:53:23,00:28:23,2009-01-01 12:21:46,2009-01-01 12:29:23,00:24:00,2009-01-01 12:45:46,2009-01-01 13:05:23,5,"[122, 125, 138, 125, -1, 122, -1, -1, 138]","['M', 'H', 'G', 'A', 'F', 'K', 'L', 'R', 'X']",00:19:37,00:07:37
151,N,M,2009-01-01 12:38:56,00:06:15,2009-01-01 12:45:11,2009-01-01 13:14:56,00:06:00,2009-01-01 12:51:11,2009-01-01 13:20:56,1,"[144, 151, 156, 151, -1, 144, 156]","['R', 'N', 'N', 'M', 'G', 'B', 'C']",00:29:45,00:29:45
115,B,L,2009-01-01 11:41:00,00:59:53,2009-01-01 12:40:53,2009-01-01 12:59:00,00:12:00,2009-01-01 12:52:53,2009-01-01 13:11:00,7,"[-1, 115, 126, 147, -1, 115, -1, 149, 146, 126, 149, -1, 147, 146]","['C', 'B', 'B', 'B', 'F', 'L', 'R', 'X', 'T', 'N', 'M', 'Q', 'V', 'U']",00:18:07,00:18:07
142,B,X,2009-01-01 12:25:18,00:12:00,2009-01-01 12:37:18,2009-01-01 13:07:18,00:24:00,2009-01-01 13:01:18,2009-01-01 13:31:18,8,"[133, 130, 140, -1, 128, 142, 140, 130, -1, -1, 128, 142, 133]","['D', 'I', 'D', 'C', 'B', 'B', 'B', 'F', 'L', 'R', 'X', 'X', 'Y']",00:30:00,00:30:00
128,B,X,2009-01-01 12:09:54,00:27:24,2009-01-01 12:37:18,2009-01-01 12:51:54,00:24:00,2009-01-01 13:01:18,2009-01-01 13:15:54,8,"[133, 130, 140, -1, 128, 142, 140, 130, -1, -1, 128, 142, 133]","['D', 'I', 'D', 'C', 'B', 'B', 'B', 'F', 'L', 'R', 'X', 'X', 'Y']",00:14:36,00:14:36
132,G,D,2009-01-01 12:14:27,00:29:10,2009-01-01 12:43:37,2009-01-01 13:02:27,00:18:00,2009-01-01 13:01:37,2009-01-01 13:32:27,4,"[132, 134, -1, 152, 132, -1, 134, -1, -1, -1, 154, 152, 154]","['G', 'B', 'C', 'D', 'D', 'I', 'O', 'I', 'M', 'Q', 'U', 'P', 'L']",00:30:50,00:18:50
141,V,D,2009-01-01 12:24:52,00:07:09,2009-01-01 12:32:01,2009-01-01 13:00:52,00:30:00,2009-01-01 13:02:01,2009-01-01 13:36:52,0,"[123, 141, -1, -1, 123, -1, -1, 145, 141, -1, -1, -1, 145]","['R', 'V', 'P', 'K', 'F', 'B', 'C', 'D', 'D', 'H', 'L', 'Q', 'W']",00:34:51,00:28:51
144,R,B,2009-01-01 12:26:49,00:18:22,2009-01-01 12:45:11,2009-01-01 13:02:49,00:18:00,2009-01-01 13:03:11,2009-01-01 13:26:49,1,"[144, 151, 156, 151, -1, 144, 156]","['R', 'N', 'N', 'M', 'G', 'B', 'C']",00:23:38,00:17:38
158,I,R,2009-01-01 12:53:11,00:00:00,2009-01-01 12:53:11,2009-01-01 13:23:11,00:12:00,2009-01-01 13:05:11,2009-01-01 13:35:11,2,"[139, 155, 158, -1, 158, 139, -1, -1, 155]","['J', 'I', 'I', 'M', 'R', 'W', 'Q', 'K', 'F']",00:30:00,00:30:00
133,D,Y,2009-01-01 12:16:30,00:08:48,2009-01-01 12:25:18,2009-01-01 12:46:30,00:42:00,2009-01-01 13:07:18,2009-01-01 13:34:30,8,"[133, 130, 140, -1, 128, 142, 140, 130, -1, -1, 128, 142, 133]","['D', 'I', 'D', 'C', 'B', 'B', 'B', 'F', 'L', 'R', 'X', 'X', 'Y']",00:27:12,00:21:12
161,P,H,2009-01-01 12:58:07,00:00:00,2009-01-01 12:58:07,2009-01-01 13:28:07,00:12:00,2009-01-01 13:10:07,2009-01-01 13:40:07,3,"[148, 135, 161, -1, 161, 157, 148, -1, 135, -1, -1, -1, 157]","['P', 'V', 'P', 'L', 'H', 'C', 'C', 'B', 'A', 'F', 'K', 'Q', 'W']",00:30:00,00:30:00
139,J,W,2009-01-01 12:22:37,00:30:34,2009-01-01 12:53:11,2009-01-01 13:04:37,00:18:00,2009-01-01 13:11:11,2009-01-01 13:22:37,2,"[139, 155, 158, -1, 158, 139, -1, -1, 155]","['J', 'I', 'I', 'M', 'R', 'W', 'Q', 'K', 'F']",00:11:26,00:11:26
134,B,O,2009-01-01 12:16:47,00:32:50,2009-01-01 12:49:37,2009-01-01 13:16:47,00:24:00,2009-01-01 13:13:37,2009-01-01 13:40:47,4,"[132, 134, -1, 152, 132, -1, 134, -1, -1, -1, 154, 152, 154]","['G', 'B', 'C', 'D', 'D', 'I', 'O', 'I', 'M', 'Q', 'U', 'P', 'L']",00:27:10,00:27:10
156,N,C,2009-01-01 12:45:11,00:18:27,2009-01-01 13:03:38,2009-01-01 13:15:11,00:12:00,2009-01-01 13:15:38,2009-01-01 13:39:11,1,"[156, -1, 156, -1, -1, 166, -1, -1, 166]","['N', 'H', 'C', 'G', 'M', 'S', 'M', 'G', 'A']",00:23:33,00:11:33
148,P,C,2009-01-01 12:33:25,00:24:42,2009-01-01 12:58:07,2009-01-01 13:03:25,00:18:00,2009-01-01 13:16:07,2009-01-01 13:39:25,3,"[148, 135, 161, -1, 161, 157, 148, -1, 135, -1, -1, -1, 157]","['P', 'V', 'P', 'L', 'H', 'C', 'C', 'B', 'A', 'F', 'K', 'Q', 'W']",00:23:18,00:05:18
137,B,X,2009-01-01 12:20:28,00:20:22,2009-01-01 12:40:50,2009-01-01 12:56:28,00:36:00,2009-01-01 13:16:50,2009-01-01 13:26:28,9,"[137, -1, -1, -1, 153, -1, 137, 153]","['B', 'F', 'K', 'P', 'V', 'R', 'X', 'S']",00:09:38,00:15:38
126,B,N,2009-01-01 12:01:18,00:39:35,2009-01-01 12:40:53,2009-01-01 13:07:18,00:36:00,2009-01-01 13:16:53,2009-01-01 13:31:18,7,"[-1, 115, 126, 147, -1, 115, -1, 149, 146, 126, 149, -1, 147, 146]","['C', 'B', 'B', 'B', 'F', 'L', 'R', 'X', 'T', 'N', 'M', 'Q', 'V', 'U']",00:14:25,00:26:25
163,N,M,2009-01-01 13:02:41,00:12:11,2009-01-01 13:14:52,2009-01-01 13:44:41,00:06:00,2009-01-01 13:20:52,2009-01-01 13:50:41,0,"[145, -1, 163, 164, 163, 165, 164, -1, 145, -1, 165]","['D', 'H', 'N', 'M', 'M', 'L', 'L', 'Q', 'W', 'S', 'T']",00:29:49,00:29:49
160,H,R,2009-01-01 12:57:35,00:12:00,2009-01-01 13:09:35,2009-01-01 13:39:35,00:12:00,2009-01-01 13:21:35,2009-01-01 13:51:35,5,"[138, 159, 160, -1, 160, 138, -1, 159]","['G', 'C', 'H', 'L', 'R', 'X', 'R', 'V']",00:30:00,00:30:00
149,X,M,2009-01-01 12:34:53,00:30:00,2009-01-01 13:04:53,2009-01-01 13:34:53,00:18:00,2009-01-01 13:22:53,2009-01-01 13:52:53,7,"[-1, 115, 126, 147, -1, 115, -1, 149, 146, 126, 149, -1, 147, 146]","['C', 'B', 'B', 'B', 'F', 'L', 'R', 'X', 'T', 'N', 'M', 'Q', 'V', 'U']",00:30:00,00:30:00
138,G,X,2009-01-01 12:21:46,00:35:49,2009-01-01 12:57:35,2009-01-01 12:57:46,00:30:00,2009-01-01 13:27:35,2009-01-01 13:33:46,5,"[138, 159, 160, -1, 160, 138, -1, 159]","['G', 'C', 'H', 'L', 'R', 'X', 'R', 'V']",00:06:11,00:00:11
135,V,A,2009-01-01 12:18:04,00:40:03,2009-01-01 12:58:07,2009-01-01 13:06:04,00:30:00,2009-01-01 13:28:07,2009-01-01 13:30:04,3,"[148, 135, 161, -1, 161, 157, 148, -1, 135, -1, -1, -1, 157]","['P', 'V', 'P', 'L', 'H', 'C', 'C', 'B', 'A', 'F', 'K', 'Q', 'W']",00:01:57,00:07:57
136,T,E,2009-01-01 12:18:23,00:51:45,2009-01-01 13:10:08,2009-01-01 13:24:23,00:18:00,2009-01-01 13:28:08,2009-01-01 13:42:23,6,"[136, 162, -1, -1, 136, -1, -1, -1, 170, 162, -1, -1, 171, 170, -1, -1, -1, 171]","['T', 'T', 'N', 'I', 'E', 'I', 'M', 'Q', 'U', 'U', 'P', 'K', 'F', 'F', 'G', 'M', 'S', 'Y']",00:14:15,00:14:15
178,H,C,2009-01-01 13:20:09,00:07:33,2009-01-01 13:27:42,2009-01-01 13:56:09,00:06:00,2009-01-01 13:33:42,2009-01-01 14:02:09,4,"[152, 177, 178, 178, -1, 177, 152, 154, 179, 179, 154]","['D', 'D', 'H', 'C', 'G', 'K', 'P', 'U', 'V', 'Q', 'L']",00:28:27,00:28:27
