Passenger,Origin,Dest,Entry Time,Waiting Time,Boarding Time,Promise Board,Travel Time,Alighting Time,Promise Alight,Bus Selected,Bus Route Passengers,Bus Route Locations,Alight Difference,Board Difference
67,O,B,2009-01-01 10:08:49,00:51:42,2009-01-01 11:00:31,2009-01-01 11:08:49,00:18:00,2009-01-01 11:18:31,2009-01-01 11:26:49,4,"[68, 67, 120, 119, 67, 120, -1, -1, 119, 68, 111, -1, -1, -1, 111]","['S', 'O', 'N', 'H', 'B', 'B', 'F', 'K', 'P', 'P', 'U', 'P', 'K', 'F', 'B']",00:08:18,00:08:18
120,N,B,2009-01-01 11:00:31,00:06:00,2009-01-01 11:06:31,2009-01-01 11:36:31,00:12:00,2009-01-01 11:18:31,2009-01-01 11:48:31,4,"[68, 67, 120, 119, 67, 120, -1, -1, 119, 68, 111, -1, -1, -1, 111]","['S', 'O', 'N', 'H', 'B', 'B', 'F', 'K', 'P', 'P', 'U', 'P', 'K', 'F', 'B']",00:30:00,00:30:00
105,A,C,2009-01-01 10:51:27,00:09:12,2009-01-01 11:00:39,2009-01-01 11:21:27,00:18:00,2009-01-01 11:18:39,2009-01-01 11:39:27,7,"[105, 121, 97, 121, -1, 93, 116, 105, 116, 93, 108, 97, 95, 96, 107, 95, 112, 108, 96, -1, 107, -1, -1, -1, 112]","['A', 'A', 'F', 'F', 'B', 'C', 'C', 'C', 'G', 'K', 'P', 'P', 'V', 'V', 'R', 'R', 'S', 'N', 'T', 'N', 'J', 'I', 'M', 'Q', 'U']",00:20:48,00:20:48
82,C,N,2009-01-01 10:22:09,00:48:00,2009-01-01 11:10:09,2009-01-01 11:40:09,00:12:00,2009-01-01 11:22:09,2009-01-01 11:52:09,9,"[34, 80, 81, 34, 80, 81, -1, -1, 79, 82, -1, 82, -1, 79]","['V', 'Q', 'L', 'R', 'W', 'S', 'M', 'G', 'C', 'C', 'H', 'N', 'R', 'X']",00:30:00,00:30:00
61,G,A,2009-01-01 10:03:34,01:02:13,2009-01-01 11:05:47,2009-01-01 11:15:34,00:18:00,2009-01-01 11:23:47,2009-01-01 11:33:34,0,"[65, -1, -1, 59, -1, 85, 60, 61, 59, 60, 61, -1, -1, -1, 66, 65, -1, 85, -1, 66]","['Y', 'S', 'N', 'J', 'N', 'R', 'L', 'G', 'F', 'B', 'A', 'F', 'K', 'P', 'U', 'U', 'Q', 'W', 'Q', 'L']",00:09:47,00:09:47
73,Y,E,2009-01-01 10:14:43,00:45:35,2009-01-01 11:00:18,2009-01-01 11:02:43,00:24:00,2009-01-01 11:24:18,2009-01-01 11:44:43,8,"[73, -1, 117, 115, 73, -1, 115, 114, -1, 114, -1, 117]","['Y', 'S', 'O', 'I', 'E', 'D', 'H', 'B', 'C', 'I', 'M', 'R']",00:20:25,00:02:25
116,C,G,2009-01-01 10:59:38,00:19:01,2009-01-01 11:18:39,2009-01-01 11:47:38,00:06:00,2009-01-01 11:24:39,2009-01-01 11:53:38,7,"[105, 121, 97, 121, -1, 93, 116, 105, 116, 93, 108, 97, 95, 96, 107, 95, 112, 108, 96, -1, 107, -1, -1, -1, 112]","['A', 'A', 'F', 'F', 'B', 'C', 'C', 'C', 'G', 'K', 'P', 'P', 'V', 'V', 'R', 'R', 'S', 'N', 'T', 'N', 'J', 'I', 'M', 'Q', 'U']",00:28:59,00:28:59
89,T,D,2009-01-01 10:26:42,00:28:18,2009-01-01 10:55:00,2009-01-01 11:08:42,00:30:00,2009-01-01 11:25:00,2009-01-01 11:26:42,6,"[-1, 90, -1, -1, 89, 90, -1, -1, -1, 89]","['I', 'E', 'I', 'N', 'T', 'X', 'R', 'L', 'H', 'D']",00:01:42,00:13:42
94,W,Q,2009-01-01 10:41:49,00:35:19,2009-01-01 11:17:08,2009-01-01 11:41:49,00:12:00,2009-01-01 11:29:08,2009-01-01 11:47:49,3,"[103, 94, 130, 94, 100, 106, 130, -1, 106, -1, 103, -1, 100, 102, 104, 102, 104]","['X', 'W', 'Q', 'Q', 'K', 'K', 'K', 'P', 'V', 'R', 'S', 'M', 'I', 'E', 'E', 'I', 'I']",00:18:41,00:24:41
93,C,K,2009-01-01 10:41:38,00:37:01,2009-01-01 11:18:39,2009-01-01 11:23:38,00:12:00,2009-01-01 11:30:39,2009-01-01 11:35:38,7,"[105, 121, 97, 121, -1, 93, 116, 105, 116, 93, 108, 97, 95, 96, 107, 95, 112, 108, 96, -1, 107, -1, -1, -1, 112]","['A', 'A', 'F', 'F', 'B', 'C', 'C', 'C', 'G', 'K', 'P', 'P', 'V', 'V', 'R', 'R', 'S', 'N', 'T', 'N', 'J', 'I', 'M', 'Q', 'U']",00:04:59,00:04:59
57,V,D,2009-01-01 10:01:43,00:53:44,2009-01-01 10:55:27,2009-01-01 11:13:43,00:36:00,2009-01-01 11:31:27,2009-01-01 11:37:43,2,"[55, 56, 58, 64, 55, 63, 56, 64, 57, 62, -1, 87, 62, 87, -1, -1, 58, 57, -1, -1, 63]","['S', 'T', 'T', 'X', 'R', 'Q', 'Q', 'Q', 'V', 'V', 'P', 'L', 'F', 'F', 'B', 'C', 'D', 'D', 'H', 'N', 'T']",00:06:16,00:18:16
58,T,D,2009-01-01 10:02:38,00:28:49,2009-01-01 10:31:27,2009-01-01 10:56:38,01:00:00,2009-01-01 11:31:27,2009-01-01 11:38:38,2,"[55, 56, 58, 64, 55, 63, 56, 64, 57, 62, -1, 87, 62, 87, -1, -1, 58, 57, -1, -1, 63]","['S', 'T', 'T', 'X', 'R', 'Q', 'Q', 'Q', 'V', 'V', 'P', 'L', 'F', 'F', 'B', 'C', 'D', 'D', 'H', 'N', 'T']",00:07:11,00:25:11
79,C,X,2009-01-01 10:16:34,00:53:35,2009-01-01 11:10:09,2009-01-01 11:10:34,00:24:00,2009-01-01 11:34:09,2009-01-01 11:34:34,9,"[34, 80, 81, 34, 80, 81, -1, -1, 79, 82, -1, 82, -1, 79]","['V', 'Q', 'L', 'R', 'W', 'S', 'M', 'G', 'C', 'C', 'H', 'N', 'R', 'X']",00:00:25,00:00:25
130,Q,K,2009-01-01 11:17:08,00:12:00,2009-01-01 11:29:08,2009-01-01 11:59:08,00:06:00,2009-01-01 11:35:08,2009-01-01 12:05:08,3,"[103, 94, 130, 94, 100, 106, 130, -1, 106, -1, 103, -1, 100, 102, 104, 102, 104]","['X', 'W', 'Q', 'Q', 'K', 'K', 'K', 'P', 'V', 'R', 'S', 'M', 'I', 'E', 'E', 'I', 'I']",00:30:00,00:30:00
68,S,P,2009-01-01 10:10:31,00:50:00,2009-01-01 11:00:31,2009-01-01 11:04:31,00:36:00,2009-01-01 11:36:31,2009-01-01 11:46:31,4,"[68, 67, 120, 119, 67, 120, -1, -1, 119, 68, 111, -1, -1, -1, 111]","['S', 'O', 'N', 'H', 'B', 'B', 'F', 'K', 'P', 'P', 'U', 'P', 'K', 'F', 'B']",00:10:00,00:04:00
119,H,P,2009-01-01 11:00:22,00:12:09,2009-01-01 11:12:31,2009-01-01 11:42:22,00:24:00,2009-01-01 11:36:31,2009-01-01 12:06:22,4,"[68, 67, 120, 119, 67, 120, -1, -1, 119, 68, 111, -1, -1, -1, 111]","['S', 'O', 'N', 'H', 'B', 'B', 'F', 'K', 'P', 'P', 'U', 'P', 'K', 'F', 'B']",00:29:51,00:29:51
97,F,P,2009-01-01 10:45:33,00:21:06,2009-01-01 11:06:39,2009-01-01 11:21:33,00:30:00,2009-01-01 11:36:39,2009-01-01 11:51:33,7,"[105, 121, 97, 121, -1, 93, 116, 105, 116, 93, 108, 97, 95, 96, 107, 95, 112, 108, 96, -1, 107, -1, -1, -1, 112]","['A', 'A', 'F', 'F', 'B', 'C', 'C', 'C', 'G', 'K', 'P', 'P', 'V', 'V', 'R', 'R', 'S', 'N', 'T', 'N', 'J', 'I', 'M', 'Q', 'U']",00:14:54,00:14:54
86,O,U,2009-01-01 10:25:00,00:35:20,2009-01-01 11:00:20,2009-01-01 11:01:00,00:42:00,2009-01-01 11:42:20,2009-01-01 11:43:00,1,"[86, 110, 109, 113, 110, 118, -1, 51, 98, 91, 86, -1, 51, 91, -1, -1, 98, -1, -1, 113, 109, 118]","['O', 'O', 'J', 'D', 'I', 'M', 'L', 'P', 'P', 'U', 'U', 'Q', 'R', 'X', 'R', 'M', 'I', 'C', 'B', 'A', 'A', 'A']",00:00:40,00:00:40
106,K,V,2009-01-01 10:52:04,00:43:04,2009-01-01 11:35:08,2009-01-01 12:10:04,00:12:00,2009-01-01 11:47:08,2009-01-01 12:22:04,3,"[103, 94, 130, 94, 100, 106, 130, -1, 106, -1, 103, -1, 100, 102, 104, 102, 104]","['X', 'W', 'Q', 'Q', 'K', 'K', 'K', 'P', 'V', 'R', 'S', 'M', 'I', 'E', 'E', 'I', 'I']",00:34:56,00:34:56
65,Y,U,2009-01-01 10:06:59,00:16:48,2009-01-01 10:23:47,2009-01-01 10:36:59,01:24:00,2009-01-01 11:47:47,2009-01-01 12:00:59,0,"[65, -1, -1, 59, -1, 85, 60, 61, 59, 60, 61, -1, -1, -1, 66, 65, -1, 85, -1, 66]","['Y', 'S', 'N', 'J', 'N', 'R', 'L', 'G', 'F', 'B', 'A', 'F', 'K', 'P', 'U', 'U', 'Q', 'W', 'Q', 'L']",00:13:12,00:13:12
63,Q,T,2009-01-01 10:05:09,00:44:18,2009-01-01 10:49:27,2009-01-01 11:23:09,01:00:00,2009-01-01 11:49:27,2009-01-01 12:11:09,2,"[55, 56, 58, 64, 55, 63, 56, 64, 57, 62, -1, 87, 62, 87, -1, -1, 58, 57, -1, -1, 63]","['S', 'T', 'T', 'X', 'R', 'Q', 'Q', 'Q', 'V', 'V', 'P', 'L', 'F', 'F', 'B', 'C', 'D', 'D', 'H', 'N', 'T']",00:21:42,00:33:42
133,H,C,2009-01-01 11:22:57,00:20:34,2009-01-01 11:43:31,2009-01-01 12:04:57,00:06:00,2009-01-01 11:49:31,2009-01-01 12:16:57,5,"[133, 101, 129, 162, 133, -1, 101, -1, -1, 129, 124, 162, 126, -1, 124, -1, -1, 126]","['H', 'B', 'B', 'C', 'C', 'D', 'E', 'I', 'M', 'R', 'V', 'V', 'U', 'Q', 'R', 'M', 'I', 'E']",00:27:26,00:21:26
95,V,R,2009-01-01 10:45:13,00:59:24,2009-01-01 11:44:37,2009-01-01 11:51:13,00:06:00,2009-01-01 11:50:37,2009-01-01 11:57:13,7,"[108, 95, 96, 107, 95, 112, 158, 96, 108, 107, -1, -1, -1, 112, 158]","['P', 'V', 'V', 'R', 'R', 'S', 'X', 'T', 'N', 'J', 'I', 'M', 'Q', 'U', 'P']",00:06:36,00:06:36
141,I,B,2009-01-01 11:27:32,00:05:31,2009-01-01 11:33:03,2009-01-01 11:57:32,00:18:00,2009-01-01 11:51:03,2009-01-01 12:15:32,8,"[117, 115, 141, 139, 143, 114, 141, 115, 114, 147, 150, -1, 117, 144, 145, 143, -1, 139, 145, -1, -1, 147, 150, -1, -1, 144]","['O', 'I', 'I', 'I', 'C', 'B', 'B', 'H', 'I', 'O', 'O', 'N', 'R', 'V', 'V', 'V', 'R', 'X', 'T', 'N', 'H', 'G', 'G', 'C', 'D', 'E']",00:24:29,00:24:29
51,P,R,2009-01-01 09:54:29,01:41:51,2009-01-01 11:36:20,2009-01-01 11:42:29,00:18:00,2009-01-01 11:54:20,2009-01-01 11:54:29,1,"[86, 110, 109, 113, 110, 118, -1, 51, 98, 91, 86, -1, 51, 91, -1, -1, 98, -1, -1, 113, 109, 118]","['O', 'O', 'J', 'D', 'I', 'M', 'L', 'P', 'P', 'U', 'U', 'Q', 'R', 'X', 'R', 'M', 'I', 'C', 'B', 'A', 'A', 'A']",00:00:09,00:06:09
115,I,H,2009-01-01 10:59:11,00:33:52,2009-01-01 11:33:03,2009-01-01 11:47:11,00:24:00,2009-01-01 11:57:03,2009-01-01 12:05:11,8,"[117, 115, 141, 139, 143, 114, 141, 115, 114, 147, 150, -1, 117, 144, 145, 143, -1, 139, 145, -1, -1, 147, 150, -1, -1, 144]","['O', 'I', 'I', 'I', 'C', 'B', 'B', 'H', 'I', 'O', 'O', 'N', 'R', 'V', 'V', 'V', 'R', 'X', 'T', 'N', 'H', 'G', 'G', 'C', 'D', 'E']",00:08:08,00:14:08
103,X,S,2009-01-01 10:51:05,00:26:03,2009-01-01 11:17:08,2009-01-01 11:51:05,00:42:00,2009-01-01 11:59:08,2009-01-01 12:03:05,3,"[103, 94, 130, 94, 100, 106, 130, -1, 106, -1, 103, -1, 100, 102, 104, 102, 104]","['X', 'W', 'Q', 'Q', 'K', 'K', 'K', 'P', 'V', 'R', 'S', 'M', 'I', 'E', 'E', 'I', 'I']",00:03:57,00:33:57
85,R,W,2009-01-01 10:23:47,00:30:00,2009-01-01 10:53:47,2009-01-01 11:23:47,01:06:00,2009-01-01 11:59:47,2009-01-01 12:29:47,0,"[65, -1, -1, 59, -1, 85, 60, 61, 59, 60, 61, -1, -1, -1, 66, 65, -1, 85, -1, 66]","['Y', 'S', 'N', 'J', 'N', 'R', 'L', 'G', 'F', 'B', 'A', 'F', 'K', 'P', 'U', 'U', 'Q', 'W', 'Q', 'L']",00:30:00,00:30:00
91,U,X,2009-01-01 10:33:50,01:08:30,2009-01-01 11:42:20,2009-01-01 11:57:50,00:18:00,2009-01-01 12:00:20,2009-01-01 12:15:50,1,"[86, 110, 109, 113, 110, 118, -1, 51, 98, 91, 86, -1, 51, 91, -1, -1, 98, -1, -1, 113, 109, 118]","['O', 'O', 'J', 'D', 'I', 'M', 'L', 'P', 'P', 'U', 'U', 'Q', 'R', 'X', 'R', 'M', 'I', 'C', 'B', 'A', 'A', 'A']",00:15:30,00:15:30
101,B,E,2009-01-01 10:50:23,00:53:08,2009-01-01 11:43:31,2009-01-01 11:56:23,00:18:00,2009-01-01 12:01:31,2009-01-01 12:14:23,5,"[133, 101, 129, 162, 133, -1, 101, -1, -1, 129, 124, 162, 126, -1, 124, -1, -1, 126]","['H', 'B', 'B', 'C', 'C', 'D', 'E', 'I', 'M', 'R', 'V', 'V', 'U', 'Q', 'R', 'M', 'I', 'E']",00:12:52,00:12:52
114,B,I,2009-01-01 10:57:55,00:53:08,2009-01-01 11:51:03,2009-01-01 11:51:55,00:12:00,2009-01-01 12:03:03,2009-01-01 12:03:55,8,"[117, 115, 141, 139, 143, 114, 141, 115, 114, 147, 150, -1, 117, 144, 145, 143, -1, 139, 145, -1, -1, 147, 150, -1, -1, 144]","['O', 'I', 'I', 'I', 'C', 'B', 'B', 'H', 'I', 'O', 'O', 'N', 'R', 'V', 'V', 'V', 'R', 'X', 'T', 'N', 'H', 'G', 'G', 'C', 'D', 'E']",00:00:52,00:00:52
96,V,T,2009-01-01 10:45:31,00:59:06,2009-01-01 11:44:37,2009-01-01 11:51:31,00:24:00,2009-01-01 12:08:37,2009-01-01 12:09:31,7,"[108, 95, 96, 107, 95, 112, 158, 96, 108, 107, -1, -1, -1, 112, 158]","['P', 'V', 'V', 'R', 'R', 'S', 'X', 'T', 'N', 'J', 'I', 'M', 'Q', 'U', 'P']",00:00:54,00:06:54
155,U,Q,2009-01-01 11:35:12,00:29:04,2009-01-01 12:04:16,2009-01-01 12:23:12,00:06:00,2009-01-01 12:10:16,2009-01-01 12:29:12,9,"[161, -1, 155, 155, -1, 156, 154, 156, 182, 161, 181, 154, 183, -1, 181, 182, -1, -1, 183]","['W', 'Q', 'U', 'Q', 'K', 'F', 'B', 'C', 'I', 'I', 'J', 'J', 'O', 'I', 'C', 'B', 'C', 'D', 'E']",00:18:56,00:18:56
100,K,I,2009-01-01 10:50:07,00:45:01,2009-01-01 11:35:08,2009-01-01 11:56:07,00:36:00,2009-01-01 12:11:08,2009-01-01 12:14:07,3,"[103, 94, 130, 94, 100, 106, 130, -1, 106, -1, 103, -1, 100, 102, 104, 102, 104]","['X', 'W', 'Q', 'Q', 'K', 'K', 'K', 'P', 'V', 'R', 'S', 'M', 'I', 'E', 'E', 'I', 'I']",00:02:59,00:20:59
138,L,K,2009-01-01 11:26:20,00:34:09,2009-01-01 12:00:29,2009-01-01 12:14:20,00:12:00,2009-01-01 12:12:29,2009-01-01 12:20:20,6,"[137, -1, 138, 140, 178, 138, 178, -1, 137, 160, 140, -1, -1, 142, 160, 142]","['C', 'G', 'L', 'F', 'F', 'K', 'K', 'Q', 'W', 'S', 'X', 'R', 'N', 'J', 'J', 'E']",00:07:51,00:13:51
178,F,K,2009-01-01 12:00:29,00:00:00,2009-01-01 12:00:29,2009-01-01 12:30:29,00:12:00,2009-01-01 12:12:29,2009-01-01 12:42:29,6,"[137, -1, 138, 140, 178, 138, 178, -1, 137, 160, 140, -1, -1, 142, 160, 142]","['C', 'G', 'L', 'F', 'F', 'K', 'K', 'Q', 'W', 'S', 'X', 'R', 'N', 'J', 'J', 'E']",00:30:00,00:30:00
66,U,L,2009-01-01 10:08:02,01:53:10,2009-01-01 12:01:12,2009-01-01 12:02:02,00:12:00,2009-01-01 12:13:12,2009-01-01 12:14:02,0,"[66, 177, -1, 66, 177, 179, 180, -1, 176, -1, 180, 179, 176]","['U', 'U', 'P', 'L', 'H', 'I', 'N', 'H', 'B', 'C', 'D', 'E', 'E']",00:00:50,00:00:50
108,P,N,2009-01-01 10:53:18,00:45:19,2009-01-01 11:38:37,2009-01-01 11:59:18,00:36:00,2009-01-01 12:14:37,2009-01-01 12:17:18,7,"[108, 95, 96, 107, 95, 112, 158, 96, 108, 107, -1, -1, -1, 112, 158]","['P', 'V', 'V', 'R', 'R', 'S', 'X', 'T', 'N', 'J', 'I', 'M', 'Q', 'U', 'P']",00:02:41,00:20:41
98,P,I,2009-01-01 10:46:26,00:49:54,2009-01-01 11:36:20,2009-01-01 11:40:26,00:42:00,2009-01-01 12:18:20,2009-01-01 12:22:26,1,"[86, 110, 109, 113, 110, 118, -1, 51, 98, 91, 86, -1, 51, 91, -1, -1, 98, -1, -1, 113, 109, 118]","['O', 'O', 'J', 'D', 'I', 'M', 'L', 'P', 'P', 'U', 'U', 'Q', 'R', 'X', 'R', 'M', 'I', 'C', 'B', 'A', 'A', 'A']",00:04:06,00:04:06
177,U,H,2009-01-01 12:00:03,00:01:09,2009-01-01 12:01:12,2009-01-01 12:30:03,00:18:00,2009-01-01 12:19:12,2009-01-01 12:48:03,0,"[66, 177, -1, 66, 177, 179, 180, -1, 176, -1, 180, 179, 176]","['U', 'U', 'P', 'L', 'H', 'I', 'N', 'H', 'B', 'C', 'D', 'E', 'E']",00:28:51,00:28:51
129,B,R,2009-01-01 11:17:03,00:26:28,2009-01-01 11:43:31,2009-01-01 12:05:03,00:36:00,2009-01-01 12:19:31,2009-01-01 12:41:03,5,"[133, 101, 129, 162, 133, -1, 101, -1, -1, 129, 124, 162, 126, -1, 124, -1, -1, 126]","['H', 'B', 'B', 'C', 'C', 'D', 'E', 'I', 'M', 'R', 'V', 'V', 'U', 'Q', 'R', 'M', 'I', 'E']",00:21:32,00:21:32
107,R,J,2009-01-01 10:52:43,00:57:54,2009-01-01 11:50:37,2009-01-01 12:10:43,00:30:00,2009-01-01 12:20:37,2009-01-01 12:34:43,7,"[108, 95, 96, 107, 95, 112, 158, 96, 108, 107, -1, -1, -1, 112, 158]","['P', 'V', 'V', 'R', 'R', 'S', 'X', 'T', 'N', 'J', 'I', 'M', 'Q', 'U', 'P']",00:14:06,00:20:06
168,X,M,2009-01-01 11:52:50,00:10:06,2009-01-01 12:02:56,2009-01-01 12:28:50,00:18:00,2009-01-01 12:20:56,2009-01-01 12:46:50,2,"[-1, 168, 166, 171, -1, 168, -1, 167, 169, 171, 173, 166, -1, 169, -1, 167, -1, -1, 173]","['T', 'X', 'W', 'W', 'Q', 'M', 'I', 'J', 'E', 'E', 'D', 'D', 'C', 'G', 'K', 'Q', 'M', 'N', 'T']",00:25:54,00:25:54
117,O,R,2009-01-01 11:00:18,00:32:45,2009-01-01 11:33:03,2009-01-01 11:42:18,00:48:00,2009-01-01 12:21:03,2009-01-01 12:36:18,8,"[117, 115, 141, 139, 143, 114, 141, 115, 114, 147, 150, -1, 117, 144, 145, 143, -1, 139, 145, -1, -1, 147, 150, -1, -1, 144]","['O', 'I', 'I', 'I', 'C', 'B', 'B', 'H', 'I', 'O', 'O', 'N', 'R', 'V', 'V', 'V', 'R', 'X', 'T', 'N', 'H', 'G', 'G', 'C', 'D', 'E']",00:15:15,00:09:15
111,U,B,2009-01-01 10:56:00,01:01:51,2009-01-01 11:57:51,2009-01-01 12:08:00,00:24:00,2009-01-01 12:21:51,2009-01-01 12:32:00,4,"[111, 164, 157, 163, 175, 111, 170, 164, 157, -1, 163, -1, 172, 175, 170, -1, -1, 172]","['U', 'Q', 'M', 'M', 'H', 'B', 'F', 'F', 'A', 'F', 'K', 'Q', 'W', 'W', 'R', 'L', 'F', 'A']",00:10:09,00:10:09
137,C,W,2009-01-01 11:25:48,00:34:41,2009-01-01 12:00:29,2009-01-01 12:01:48,00:24:00,2009-01-01 12:24:29,2009-01-01 12:25:48,6,"[137, -1, 138, 140, 178, 138, 178, -1, 137, 160, 140, -1, -1, 142, 160, 142]","['C', 'G', 'L', 'F', 'F', 'K', 'K', 'Q', 'W', 'S', 'X', 'R', 'N', 'J', 'J', 'E']",00:01:19,00:01:19
102,E,I,2009-01-01 10:50:25,01:28:35,2009-01-01 12:19:00,2009-01-01 12:20:25,00:06:00,2009-01-01 12:25:00,2009-01-01 12:26:25,3,"[-1, 102, 104, 189, 102, 104, -1, 187, -1, -1, 187, 189]","['I', 'E', 'E', 'E', 'I', 'I', 'C', 'G', 'K', 'P', 'V', 'V']",00:01:25,00:01:25
104,E,I,2009-01-01 10:51:08,01:27:52,2009-01-01 12:19:00,2009-01-01 12:33:08,00:06:00,2009-01-01 12:25:00,2009-01-01 12:39:08,3,"[-1, 102, 104, 189, 102, 104, -1, 187, -1, -1, 187, 189]","['I', 'E', 'E', 'E', 'I', 'I', 'C', 'G', 'K', 'P', 'V', 'V']",00:14:08,00:14:08
162,C,V,2009-01-01 11:43:31,00:06:00,2009-01-01 11:49:31,2009-01-01 12:19:31,00:36:00,2009-01-01 12:25:31,2009-01-01 12:55:31,5,"[133, 101, 129, 162, 133, -1, 101, -1, -1, 129, 124, 162, 126, -1, 124, -1, -1, 126]","['H', 'B', 'B', 'C', 'C', 'D', 'E', 'I', 'M', 'R', 'V', 'V', 'U', 'Q', 'R', 'M', 'I', 'E']",00:30:00,00:30:00
143,C,V,2009-01-01 11:28:54,00:16:09,2009-01-01 11:45:03,2009-01-01 12:10:54,00:42:00,2009-01-01 12:27:03,2009-01-01 12:58:54,8,"[117, 115, 141, 139, 143, 114, 141, 115, 114, 147, 150, -1, 117, 144, 145, 143, -1, 139, 145, -1, -1, 147, 150, -1, -1, 144]","['O', 'I', 'I', 'I', 'C', 'B', 'B', 'H', 'I', 'O', 'O', 'N', 'R', 'V', 'V', 'V', 'R', 'X', 'T', 'N', 'H', 'G', 'G', 'C', 'D', 'E']",00:31:51,00:25:51
156,F,C,2009-01-01 11:36:15,00:46:01,2009-01-01 12:22:16,2009-01-01 12:42:15,00:12:00,2009-01-01 12:34:16,2009-01-01 12:54:15,9,"[161, -1, 155, 155, -1, 156, 154, 156, 182, 161, 181, 154, 183, -1, 181, 182, -1, -1, 183]","['W', 'Q', 'U', 'Q', 'K', 'F', 'B', 'C', 'I', 'I', 'J', 'J', 'O', 'I', 'C', 'B', 'C', 'D', 'E']",00:19:59,00:19:59
164,Q,F,2009-01-01 11:46:50,00:36:12,2009-01-01 12:23:02,2009-01-01 12:28:50,00:12:00,2009-01-01 12:35:02,2009-01-01 12:52:50,4,"[164, 157, 163, 175, -1, 170, 164, 157, -1, 163, -1, 172, 175, 195, 170, -1, 195, 172]","['Q', 'M', 'M', 'H', 'B', 'F', 'F', 'A', 'F', 'K', 'Q', 'W', 'W', 'R', 'R', 'L', 'F', 'A']",00:17:48,00:05:48
124,V,R,2009-01-01 11:09:54,01:19:12,2009-01-01 12:29:06,2009-01-01 12:39:54,00:06:00,2009-01-01 12:35:06,2009-01-01 12:45:54,5,"[124, 201, 124, -1, 126, 201, -1, -1, -1, 126]","['V', 'R', 'R', 'Q', 'U', 'U', 'Q', 'M', 'I', 'E']",00:10:48,00:10:48
109,J,A,2009-01-01 10:53:42,00:12:38,2009-01-01 11:06:20,2009-01-01 11:29:42,01:30:00,2009-01-01 12:36:20,2009-01-01 12:53:42,1,"[86, 110, 109, 113, 110, 118, -1, 51, 98, 91, 86, -1, 51, 91, -1, -1, 98, -1, -1, 113, 109, 118]","['O', 'O', 'J', 'D', 'I', 'M', 'L', 'P', 'P', 'U', 'U', 'Q', 'R', 'X', 'R', 'M', 'I', 'C', 'B', 'A', 'A', 'A']",00:17:22,00:23:22
113,D,A,2009-01-01 10:56:13,00:16:07,2009-01-01 11:12:20,2009-01-01 11:38:13,01:24:00,2009-01-01 12:36:20,2009-01-01 13:02:13,1,"[86, 110, 109, 113, 110, 118, -1, 51, 98, 91, 86, -1, 51, 91, -1, -1, 98, -1, -1, 113, 109, 118]","['O', 'O', 'J', 'D', 'I', 'M', 'L', 'P', 'P', 'U', 'U', 'Q', 'R', 'X', 'R', 'M', 'I', 'C', 'B', 'A', 'A', 'A']",00:25:53,00:25:53
118,M,A,2009-01-01 11:00:20,00:24:00,2009-01-01 11:24:20,2009-01-01 11:54:20,01:12:00,2009-01-01 12:36:20,2009-01-01 13:06:20,1,"[86, 110, 109, 113, 110, 118, -1, 51, 98, 91, 86, -1, 51, 91, -1, -1, 98, -1, -1, 113, 109, 118]","['O', 'O', 'J', 'D', 'I', 'M', 'L', 'P', 'P', 'U', 'U', 'Q', 'R', 'X', 'R', 'M', 'I', 'C', 'B', 'A', 'A', 'A']",00:30:00,00:30:00
140,F,X,2009-01-01 11:26:56,00:33:33,2009-01-01 12:00:29,2009-01-01 12:20:56,00:36:00,2009-01-01 12:36:29,2009-01-01 12:44:56,6,"[137, -1, 138, 140, 178, 138, 178, -1, 137, 160, 140, -1, -1, 142, 160, 142]","['C', 'G', 'L', 'F', 'F', 'K', 'K', 'Q', 'W', 'S', 'X', 'R', 'N', 'J', 'J', 'E']",00:08:27,00:20:27
171,W,E,2009-01-01 11:55:55,00:13:01,2009-01-01 12:08:56,2009-01-01 12:37:55,00:30:00,2009-01-01 12:38:56,2009-01-01 13:07:55,2,"[-1, 168, 166, 171, -1, 168, -1, 167, 169, 171, 173, 166, -1, 169, -1, 167, -1, -1, 173]","['T', 'X', 'W', 'W', 'Q', 'M', 'I', 'J', 'E', 'E', 'D', 'D', 'C', 'G', 'K', 'Q', 'M', 'N', 'T']",00:28:59,00:28:59
139,I,X,2009-01-01 11:26:37,00:12:26,2009-01-01 11:39:03,2009-01-01 12:02:37,01:00:00,2009-01-01 12:39:03,2009-01-01 12:44:37,8,"[117, 115, 141, 139, 143, 114, 141, 115, 114, 147, 150, -1, 117, 144, 145, 143, -1, 139, 145, -1, -1, 147, 150, -1, -1, 144]","['O', 'I', 'I', 'I', 'C', 'B', 'B', 'H', 'I', 'O', 'O', 'N', 'R', 'V', 'V', 'V', 'R', 'X', 'T', 'N', 'H', 'G', 'G', 'C', 'D', 'E']",00:05:34,00:23:34
161,W,I,2009-01-01 11:42:44,00:21:32,2009-01-01 12:04:16,2009-01-01 12:18:44,00:36:00,2009-01-01 12:40:16,2009-01-01 13:06:44,9,"[161, -1, 155, 155, -1, 156, 154, 156, 182, 161, 181, 154, 183, -1, 181, 182, -1, -1, 183]","['W', 'Q', 'U', 'Q', 'K', 'F', 'B', 'C', 'I', 'I', 'J', 'J', 'O', 'I', 'C', 'B', 'C', 'D', 'E']",00:26:28,00:14:28
