Passengers,Entry Time,Passenger Origin,Passenger Destination
728,2009-01-01 17:48:21,O,U
729,2009-01-01 17:48:21,D,C
730,2009-01-01 17:48:22,G,J
731,2009-01-01 17:49:12,G,P
732,2009-01-01 17:49:56,W,P
733,2009-01-01 17:50:25,R,S
734,2009-01-01 17:50:57,H,J
735,2009-01-01 17:51:41,O,F
736,2009-01-01 17:52:51,K,F
737,2009-01-01 17:54:30,N,J
738,2009-01-01 17:55:28,B,Q
739,2009-01-01 17:55:34,H,V
740,2009-01-01 17:56:46,Q,I
741,2009-01-01 17:58:12,L,P
742,2009-01-01 17:58:19,U,X
743,2009-01-01 17:58:32,N,B
744,2009-01-01 18:00:23,K,A
745,2009-01-01 18:00:36,R,E
746,2009-01-01 18:01:44,O,M
747,2009-01-01 18:02:52,T,E
748,2009-01-01 18:03:17,A,V
749,2009-01-01 18:03:49,C,T
750,2009-01-01 18:04:40,P,A
751,2009-01-01 18:04:49,I,O
752,2009-01-01 18:05:39,G,W
753,2009-01-01 18:05:52,H,B
754,2009-01-01 18:06:45,H,R
755,2009-01-01 18:08:04,W,X
756,2009-01-01 18:08:18,Y,O
757,2009-01-01 18:08:20,F,B
758,2009-01-01 18:08:34,T,M
759,2009-01-01 18:08:43,A,M
760,2009-01-01 18:09:59,U,B
761,2009-01-01 18:11:36,S,A
762,2009-01-01 18:11:45,R,D
763,2009-01-01 18:13:06,L,C
764,2009-01-01 18:14:04,R,S
765,2009-01-01 18:14:53,F,I
766,2009-01-01 18:15:13,T,U
767,2009-01-01 18:15:37,R,H
768,2009-01-01 18:16:58,N,C
769,2009-01-01 18:17:44,T,B
770,2009-01-01 18:18:22,V,J
771,2009-01-01 18:20:01,I,T
772,2009-01-01 18:20:08,E,B
773,2009-01-01 18:20:38,X,K
774,2009-01-01 18:20:38,R,V
775,2009-01-01 18:21:02,Q,I
776,2009-01-01 18:21:11,H,K
777,2009-01-01 18:21:53,R,S
778,2009-01-01 18:22:18,N,L
779,2009-01-01 18:23:23,V,R
780,2009-01-01 18:23:44,L,B
781,2009-01-01 18:26:44,F,C
782,2009-01-01 18:26:56,A,L
783,2009-01-01 18:27:47,M,V
784,2009-01-01 18:27:56,J,S
785,2009-01-01 18:29:01,I,B
786,2009-01-01 18:29:07,S,C
787,2009-01-01 18:29:56,E,W
788,2009-01-01 18:30:16,F,I
789,2009-01-01 18:30:27,H,A
790,2009-01-01 18:31:42,X,N
791,2009-01-01 18:32:01,D,B
792,2009-01-01 18:32:06,C,F
793,2009-01-01 18:32:19,G,F
794,2009-01-01 18:32:31,J,S
795,2009-01-01 18:32:48,H,V
796,2009-01-01 18:33:43,U,K
797,2009-01-01 18:34:19,M,C
798,2009-01-01 18:35:01,L,I
799,2009-01-01 18:36:06,K,Q
800,2009-01-01 18:36:47,W,K
801,2009-01-01 18:37:27,M,G
802,2009-01-01 18:37:56,E,I
803,2009-01-01 18:38:05,A,U
804,2009-01-01 18:38:12,I,R
805,2009-01-01 18:39:37,U,H
806,2009-01-01 18:40:38,K,A
807,2009-01-01 18:44:45,A,W
808,2009-01-01 18:45:20,H,X
809,2009-01-01 18:48:12,I,A
810,2009-01-01 18:50:17,Y,N
811,2009-01-01 18:51:22,G,C
812,2009-01-01 18:51:42,M,V
813,2009-01-01 18:53:31,W,X
814,2009-01-01 18:54:32,G,D
815,2009-01-01 18:58:35,M,S
816,2009-01-01 19:00:00,U,R
817,2009-01-01 19:00:43,I,K
818,2009-01-01 19:02:13,G,W
819,2009-01-01 19:05:08,A,U
820,2009-01-01 19:05:10,P,L
821,2009-01-01 19:05:54,S,I
822,2009-01-01 19:07:40,C,W
823,2009-01-01 19:08:29,P,D
824,2009-01-01 19:10:05,J,A
825,2009-01-01 19:11:23,V,Q
826,2009-01-01 19:12:45,Q,D
827,2009-01-01 19:13:47,J,G
828,2009-01-01 19:15:31,V,J
829,2009-01-01 19:16:34,O,P
830,2009-01-01 19:16:40,L,K
831,2009-01-01 19:18:54,A,I
832,2009-01-01 19:19:02,J,O
833,2009-01-01 19:20:42,L,R
834,2009-01-01 19:21:03,U,W
835,2009-01-01 19:21:47,E,J
836,2009-01-01 19:24:18,G,E
837,2009-01-01 19:24:49,Q,J
838,2009-01-01 19:25:29,E,I
839,2009-01-01 19:25:52,J,Y
840,2009-01-01 19:26:02,S,K
841,2009-01-01 19:26:08,B,J
842,2009-01-01 19:26:40,A,M
843,2009-01-01 19:28:29,Y,Q
844,2009-01-01 19:28:52,Y,K
845,2009-01-01 19:30:39,E,N
846,2009-01-01 19:30:42,E,D
847,2009-01-01 19:31:05,E,S
848,2009-01-01 19:31:39,F,M
849,2009-01-01 19:33:54,S,E
850,2009-01-01 19:33:56,P,U
851,2009-01-01 19:34:00,E,A
852,2009-01-01 19:35:18,N,B
853,2009-01-01 19:35:20,C,B
854,2009-01-01 19:36:52,J,Q
855,2009-01-01 19:37:45,N,I
856,2009-01-01 19:40:13,L,W
857,2009-01-01 19:42:13,Y,N
858,2009-01-01 19:44:32,R,N
859,2009-01-01 19:44:56,P,M
860,2009-01-01 19:45:15,C,S
861,2009-01-01 19:47:16,K,U
862,2009-01-01 19:49:02,Y,G
863,2009-01-01 19:49:02,J,Y
864,2009-01-01 19:49:06,P,E
865,2009-01-01 19:51:09,K,T
866,2009-01-01 19:53:05,L,J
867,2009-01-01 19:54:24,O,U
868,2009-01-01 19:54:59,Q,F
869,2009-01-01 19:55:08,A,M
870,2009-01-01 19:56:11,K,W
871,2009-01-01 19:56:39,W,Q
872,2009-01-01 19:58:12,Q,I
873,2009-01-01 19:59:28,X,S
874,2009-01-01 20:00:18,Y,A
875,2009-01-01 20:00:35,P,X
876,2009-01-01 20:00:41,M,H
877,2009-01-01 20:03:06,F,D
878,2009-01-01 20:03:42,V,C
879,2009-01-01 20:03:47,K,T
880,2009-01-01 20:03:52,L,X
881,2009-01-01 20:05:24,C,D
882,2009-01-01 20:06:08,H,W
883,2009-01-01 20:08:01,J,F
884,2009-01-01 20:08:50,Q,L
885,2009-01-01 20:09:31,A,H
886,2009-01-01 20:09:35,N,U
887,2009-01-01 20:09:42,J,C
888,2009-01-01 20:09:42,P,I
889,2009-01-01 20:10:01,K,R
890,2009-01-01 20:13:00,D,W
891,2009-01-01 20:13:06,Y,X
892,2009-01-01 20:13:31,M,F
893,2009-01-01 20:14:29,T,A
894,2009-01-01 20:14:42,W,N
895,2009-01-01 20:14:58,F,P
896,2009-01-01 20:15:03,A,F
897,2009-01-01 20:16:12,M,J
898,2009-01-01 20:16:14,U,H
899,2009-01-01 20:16:51,M,B
900,2009-01-01 20:17:52,G,N
901,2009-01-01 20:18:08,D,N
902,2009-01-01 20:18:17,O,A
903,2009-01-01 20:18:55,G,P
904,2009-01-01 20:18:55,D,F
905,2009-01-01 20:19:03,V,A
906,2009-01-01 20:19:11,Y,G
907,2009-01-01 20:19:40,V,Q
908,2009-01-01 20:21:38,E,F
909,2009-01-01 20:21:55,D,A
910,2009-01-01 20:22:34,E,D
911,2009-01-01 20:24:58,B,I
912,2009-01-01 20:25:26,X,B
913,2009-01-01 20:25:53,I,X
914,2009-01-01 20:26:18,R,W
915,2009-01-01 20:26:57,J,Y
916,2009-01-01 20:27:23,F,W
917,2009-01-01 20:27:52,T,Q
918,2009-01-01 20:28:15,F,V
919,2009-01-01 20:28:36,J,M
920,2009-01-01 20:29:13,U,Q
921,2009-01-01 20:30:26,C,M
922,2009-01-01 20:32:20,X,F
923,2009-01-01 20:32:34,E,C
924,2009-01-01 20:33:05,W,P
925,2009-01-01 20:35:30,U,L
926,2009-01-01 20:35:33,E,F
927,2009-01-01 20:38:12,L,G
928,2009-01-01 20:38:14,U,E
929,2009-01-01 20:39:11,W,T
930,2009-01-01 20:41:30,F,P
931,2009-01-01 20:41:43,X,V
932,2009-01-01 20:41:45,G,S
933,2009-01-01 20:42:02,S,F
934,2009-01-01 20:42:34,D,V
935,2009-01-01 20:42:50,N,M
936,2009-01-01 20:43:12,Q,G
937,2009-01-01 20:43:27,U,N
938,2009-01-01 20:45:03,Q,V
939,2009-01-01 20:45:37,Y,P
940,2009-01-01 20:46:05,L,O
941,2009-01-01 20:46:28,C,M
942,2009-01-01 20:47:13,L,W
943,2009-01-01 20:48:02,C,Q
944,2009-01-01 20:48:15,B,J
945,2009-01-01 20:50:02,R,Q
946,2009-01-01 20:50:23,Y,G
947,2009-01-01 20:50:34,N,T
948,2009-01-01 20:50:57,D,Q
949,2009-01-01 20:51:04,R,D
950,2009-01-01 20:51:05,P,A
951,2009-01-01 20:52:38,H,X
952,2009-01-01 20:53:47,C,O
953,2009-01-01 20:54:11,B,N
954,2009-01-01 20:54:50,B,P
955,2009-01-01 20:55:02,L,U
956,2009-01-01 20:55:54,S,M
957,2009-01-01 20:57:03,O,R
958,2009-01-01 20:58:28,O,V
959,2009-01-01 20:59:33,V,K
960,2009-01-01 21:02:14,I,Y
961,2009-01-01 21:04:28,V,Q
962,2009-01-01 21:05:40,H,X
963,2009-01-01 21:06:17,P,T
964,2009-01-01 21:06:33,R,G
965,2009-01-01 21:08:00,R,M
966,2009-01-01 21:08:21,I,Q
967,2009-01-01 21:09:24,E,L
968,2009-01-01 21:09:29,S,Q
969,2009-01-01 21:09:37,N,V
970,2009-01-01 21:10:13,H,A
971,2009-01-01 21:10:26,Y,T
972,2009-01-01 21:10:49,Y,I
973,2009-01-01 21:10:56,C,D
974,2009-01-01 21:13:05,V,N
975,2009-01-01 21:14:10,Y,X
976,2009-01-01 21:14:39,F,M
977,2009-01-01 21:14:40,J,Y
978,2009-01-01 21:14:40,U,J
979,2009-01-01 21:15:15,J,L
980,2009-01-01 21:16:57,R,G
981,2009-01-01 21:17:06,T,P
982,2009-01-01 21:18:04,J,Y
983,2009-01-01 21:18:47,N,D
984,2009-01-01 21:19:36,C,O
985,2009-01-01 21:20:20,R,H
986,2009-01-01 21:20:33,Q,K
987,2009-01-01 21:21:22,Q,J
988,2009-01-01 21:22:19,V,W
989,2009-01-01 21:23:13,F,J
990,2009-01-01 21:23:16,Y,B
991,2009-01-01 21:23:16,A,N
992,2009-01-01 21:23:33,W,P
993,2009-01-01 21:23:39,C,P
994,2009-01-01 21:24:41,W,N
995,2009-01-01 21:26:03,C,P
996,2009-01-01 21:26:57,S,V
997,2009-01-01 21:26:59,F,T
998,2009-01-01 21:27:39,K,S
999,2009-01-01 21:27:47,Q,N
1000,2009-01-01 21:29:50,T,P
